ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,WARD PRECINCT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
46445-20170616,"2,524,045",7945,1,"D & A FOOD & LIQUOR, INC.",D & A FOOD & LIQUOR,1601 W GARFIELD BLVD,CHICAGO,IL,60636,16,19,7,16-19,1474,Package Goods,774,Retail Sales of Packaged Liquor,46445,RENEW,,4/15/17,6/12/17,N,6/16/17,6/15/19,6/12/17,6/13/17,AAI,,,41.79355436,-87.66463755,"(41.7935543630008, -87.66463755116511)"
2124519-20170716,"2,532,991",362939,1,ONION ERIE ENTERPRISES LLC,BRUNCH,343 W ERIE ST 1,CHICAGO,IL,60654,42,68,18,42-68,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2124519,RENEW,,5/15/17,6/12/17,N,7/16/17,7/15/19,6/12/17,6/13/17,AAI,,,41.89383961,-87.63724782,"(41.893839614475326, -87.63724781581695)"
16688-20170516,"2,518,261",6915,1,MADISON-LOTUS CORPORATION,PRESTIGE FOOD & LIQUORS,5439 W MADISON ST,CHICAGO,IL,60644,29,10,15,29-10,1474,Package Goods,774,Retail Sales of Packaged Liquor,16688,RENEW,,3/15/17,6/13/17,N,5/16/17,5/15/19,5/15/17,5/15/17,AAI,,,41.88017695,-87.76180777,"(41.880176953282295, -87.76180777121401)"
2094404-20170716,"2,532,966",362133,1,"AARNA STORES, INCORPORATED",7 ELEVEN #33726A,627 W JACKSON BLVD 1ST,CHICAGO,IL,60661,42,12,1,42-12,1474,Package Goods,774,Retail Sales of Packaged Liquor,2094404,RENEW,,5/15/17,6/13/17,N,7/16/17,7/15/19,6/13/17,6/14/17,AAI,,,41.87788147,-87.64375104,"(41.877881473917256, -87.64375104394384)"
2262600-20170516,"2,520,824",365318,1,18 HUBBARD STREET LLC,HENRY'S SWING CLUB,14-18 W HUBBARD ST 1ST & BSMT,CHICAGO,IL,60654,42,55,18,42-55,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2262600,RENEW,,3/15/17,6/14/17,N,5/16/17,5/15/19,6/14/17,6/14/17,AAI,,,41.8901664,-87.62854579,"(41.89016640039207, -87.62854579369515)"
1933749-20170716,"2,532,090",292957,4,"THE BIG FOUR, LLC",HAMBURGER MARY'S CHICAGO/MARY'S REC ROOM,5400-5402 N CLARK ST 1ST,CHICAGO,IL,60640,40,42,20,40-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1933749,RENEW,,5/15/17,6/13/17,N,7/16/17,7/15/19,6/13/17,6/14/17,AAI,,22,41.97988428,-87.66842949,"(41.97988428297559, -87.66842948468236)"
1677596-20170716,"2,532,087",292957,2,"THE BIG FOUR, LLC",HAMBURGER MARY'S CHICAGO,5400 N CLARK ST 2,CHICAGO,IL,60640,40,42,20,40-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1677596,RENEW,,5/15/17,6/13/17,N,7/16/17,7/15/19,6/13/17,6/14/17,AAI,,22,41.97988428,-87.66842949,"(41.97988428297559, -87.66842948468236)"
2109817-20170516,"2,520,825",365318,1,18 HUBBARD STREET LLC,HENRY'S SWING CLUB,14-18 W HUBBARD ST 1ST & BSMT,CHICAGO,IL,60654,42,55,18,42-55,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2109817,RENEW,,3/15/17,6/14/17,N,5/16/17,5/15/19,6/14/17,6/14/17,AAI,,,41.8901664,-87.62854579,"(41.89016640039207, -87.62854579369515)"
39539-20170616,"2,524,677",33971,1,THE WALKOSZ INN CORP.,THE WALKOSZ INN,4427 S KEDZIE AVE 1ST,CHICAGO,IL,60632,14,23,9,14-23,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,39539,RENEW,,4/15/17,6/14/17,N,6/16/17,6/15/19,6/14/17,6/15/17,AAI,,39,41.81275646,-87.70401071,"(41.812756462646554, -87.70401071250315)"
61802-20170616,"2,524,286",19562,1,P AND SD INC.,RAINBOW GROCERY,2003 W 69TH ST  1ST,CHICAGO,IL,60636,17,64,7,17-64,1474,Package Goods,774,Retail Sales of Packaged Liquor,61802,RENEW,,4/15/17,6/14/17,N,6/16/17,6/15/19,6/14/17,6/15/17,AAI,,,41.76832834,-87.67381938,"(41.76832833480071, -87.67381938402684)"
2151-20170616,"2,524,943",62553,1,"The National Guard of Lithuania in Exile, Incorporated",NAT'L GUARD OF LITHUANIA,2417 W POPE JOHN PAUL II DR 1ST,CHICAGO,IL,60632,15,23,9,15-23,1473,Not-For-Profit Club,639,"Consumption of Liquor on Premises, Not for Profit",2151,RENEW,,4/15/17,6/14/17,N,6/16/17,6/15/19,6/14/17,6/15/17,AAI,,,41.81557447,-87.68545482,"(41.81557446590892, -87.68545482225427)"
1143583-20170616,"2,525,309",214949,1,MICHI'S INC.,RAUL'S BAR & GRILL,3214 W 47TH ST,CHICAGO,IL,60632,14,20,8,14-20,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1143583,RENEW,,4/15/17,6/15/17,N,6/16/17,6/15/19,6/15/17,6/15/17,AAI,,39,41.80822254,-87.70462535,"(41.80822253794927, -87.70462535078724)"
2369210-20170616,"2,527,477",395247,1,"VENUE LOGIC, LLC",VENUE LOGIC,2300 S THROOP ST,CHICAGO,IL,60608,25,2,12,25-2,1481,Caterer's Liquor License,630,Catering of Liquor To Events,2369210,RENEW,,4/15/17,6/15/17,N,6/16/17,6/15/19,6/15/17,6/15/17,AAI,,,41.85045102,-87.65879786,"(41.85045102427, -87.65879785567869)"
2384862-20170616,"2,527,501",396426,1,AMK GROUP LLC,AMK KITCHEN BAR,1954 W ARMITAGE AVE 1,CHICAGO,IL,60622,32,34,14,32-34,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2384862,RENEW,,4/15/17,6/15/17,N,6/16/17,6/15/19,6/15/17,6/15/17,AAI,,33,41.91787257,-87.6773963,"(41.917872568154245, -87.67739630277774)"
1948663-20170616,"2,525,112",85733,4,"MARAVILLAS, INC.",MARAVILLAS RESTAURANT,5506 S LAKE PARK AVE 1 111,CHICAGO,IL,60637,5,8,2,8-May,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1948663,RENEW,,4/15/17,6/12/17,N,6/16/17,6/15/19,6/12/17,6/16/17,AAI,,61,41.79493407,-87.58773626,"(41.79493406966079, -87.58773625841167)"
2232744-20170616,"2,525,378",245185,2,"75TH STREET ENTERTAINMENT, INC.",CLUB ESCAPE,1530 E 75TH ST,CHICAGO,IL,60619,8,50,3,Aug-50,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2232744,RENEW,,4/15/17,6/15/17,N,6/16/17,6/15/19,6/15/17,6/16/17,AAI,,42,41.75886431,-87.58721925,"(41.75886431411593, -87.58721924748251)"
2008410-20170616,"2,525,848",299072,3,EL TARASCO RIVERA INC,EL TARASCO,4358 W 51ST ST BSMT-1STFLOOR,CHICAGO,IL,60632,14,25,8,14-25,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2008410,RENEW,,4/15/17,6/15/17,N,6/16/17,6/15/19,6/15/17,6/16/17,AAI,,,41.80057495,-87.73317635,"(41.80057495028339, -87.73317634782649)"
1171256-20170716,"2,531,212",86768,3,"RAYAN'S RESTAURANT & LIQUORS, INC.",RAYAN'S LIQUOR & DELI,4553 - 4559 N CLARK ST,CHICAGO,IL,60640,46,41,19,46-41,1474,Package Goods,774,Retail Sales of Packaged Liquor,1171256,RENEW,,5/15/17,6/15/17,N,7/16/17,7/15/19,6/15/17,6/16/17,AAI,,31,41.96502682,-87.66653559,"(41.96502682374515, -87.66653558628968)"
2511299-20170616,"2,511,299",413424,1,"BRG CATERING, LLC",BOKA CATERING GROUP,531 N WELLS ST 1,CHICAGO,IL,60654,42,46,18,42-46,1481,Caterer's Liquor License,630,Catering of Liquor To Events,2511299,ISSUE,1/31/17,5/23/17,4/20/17,Y,6/16/17,7/15/19,6/16/17,6/16/17,AAI,,,41.89162991,-87.63392303,"(41.89162991443056, -87.63392303068903)"
2464412-20170619,"2,464,412",406126,1,HAISOUS LLC,HAISOUS,1800-1802 S CARPENTER ST,CHICAGO,IL,60608,25,17,12,25-17,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2464412,ISSUE,5/3/16,8/11/16,8/3/16,Y,6/19/17,7/15/19,6/19/17,6/19/17,AAI,,,41.85796313,-87.65335774,"(41.8579631274509, -87.6533577347641)"
2476085-20170619,"2,476,085",405678,1,J P ENVIRONMENTAL PRODUCTS CORPORATION,GREAT SEA CHINESE RESTAURANT,3254 W LAWRENCE AVE 1,CHICAGO,IL,60625,33,22,17,33-22,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2476085,ISSUE,6/21/16,4/3/17,3/16/17,N,6/19/17,6/15/19,6/19/17,6/19/17,AAI,,60,41.96854125,-87.7107038,"(41.96854124925287, -87.71070379582618)"
18178-20170716,"2,530,058",7471,1,MAVERICK ORGANIZATION INC,TEDINO'S,5335 N SHERIDAN RD,CHICAGO,IL,60640,48,9,20,48-9,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,18178,RENEW,,5/15/17,6/19/17,N,7/16/17,7/15/19,6/19/17,6/19/17,AAI,,,41.9791854,-87.65491163,"(41.97918539940176, -87.65491162783847)"
2492974-20170619,"2,492,974",292775,1,"MEXCALTITAN, INC.",LAS ISLAS BAR & GRILL,6560 W FULLERTON AVE,CHICAGO,IL,60707,36,3,25,36-3,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2492974,ISSUE,10/6/16,5/11/17,5/11/17,N,6/19/17,7/15/19,6/19/17,6/19/17,AAI,,,41.9237502,-87.78988086,"(41.92375020104243, -87.78988085962634)"
2060248-20170716,"2,532,204",306632,1,"PIZZA SWEDE, INCORPORATED",RANALLIS,1508-1512 W BERWYN AVE,CHICAGO,IL,60640,40,43,20,40-43,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2060248,RENEW,,5/15/17,6/15/17,N,7/16/17,7/15/19,6/15/17,6/19/17,AAI,,22,41.97812336,-87.66875587,"(41.97812335776488, -87.6687558692362)"
2506288-20170619,"2,506,288",403140,1,"GOOD TASTE TWO, INC.",COZY CORNER RESTAURANT,6349-6353 N CLARK ST 1ST,CHICAGO,IL,60660,48,7,24,48-7,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2506288,ISSUE,12/23/16,6/6/17,3/28/17,N,6/19/17,6/15/19,6/19/17,6/19/17,AAI,,,41.99766626,-87.67033502,"(41.997666262610586, -87.67033501550262)"
2528550-20170620,"2,528,550",412840,1,INGRACE'S COMPANY VII INC.,MARKET CREATIONS,1 S FRANKLIN ST 2,CHICAGO,IL,60606,42,49,1,42-49,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2528550,ISSUE,4/25/17,5/25/17,4/25/17,N,6/20/17,7/15/19,6/20/17,6/20/17,AAI,,,41.88190275,-87.63516406,"(41.88190275050587, -87.6351640597954)"
2464730-20170620,"2,464,730",406325,1,"HEARTH AND CRUST, INC.",HEARTH AND CRUST RESTAURANT,3608 W IRVING PARK RD,CHICAGO,IL,60618,45,9,17,45-9,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2464730,ISSUE,5/10/16,8/8/16,7/27/16,Y,6/20/17,7/15/19,6/20/17,6/20/17,AAI,,,41.95387754,-87.71823808,"(41.95387754108717, -87.718238078095)"
4892-20170716,"2,530,460",24947,1,"GORDON LOUNGE, INC",BREWBAKERS,10350 S WESTERN AVE,CHICAGO,IL,60643,19,61,22,19-61,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",4892,RENEW,,5/15/17,6/19/17,N,7/16/17,7/15/19,6/19/17,6/20/17,AAI,,20,41.70486871,-87.68171959,"(41.70486871150318, -87.68171958749872)"
1488505-20170616,"2,525,642",274687,1,"EL MUELLE, INC.",EL MUELLE,4253 W 47TH ST,CHICAGO,IL,60632,14,5,8,14-5,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1488505,RENEW,,4/15/17,6/20/17,N,6/16/17,6/15/19,6/20/17,6/20/17,AAI,,,41.80767249,-87.7306099,"(41.80767249318478, -87.73060990268284)"
51202-20170716,"2,530,615",37865,1,"THE NEW SOME PLACE ELSE, INC.",THE NEW SOME PLACE ELSE LOUNGE,11043 S ASHLAND AVE 1ST,CHICAGO,IL,60643,34,67,22,34-67,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,51202,RENEW,,5/15/17,6/19/17,N,7/16/17,7/15/19,6/19/17,6/20/17,AAI,,,41.69263709,-87.66171111,"(41.692637090930575, -87.66171111252139)"
4891-20170716,"2,530,461",24947,1,"GORDON LOUNGE, INC",BREWBAKERS,10350 S WESTERN AVE,CHICAGO,IL,60643,19,61,22,19-61,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,4891,RENEW,,5/15/17,6/19/17,N,7/16/17,7/15/19,6/19/17,6/20/17,AAI,,20,41.70486871,-87.68171959,"(41.70486871150318, -87.68171958749872)"
51203-20170716,"2,530,616",37865,1,"THE NEW SOME PLACE ELSE, INC.",THE NEW SOME PLACE ELSE LOUNGE,11043 S ASHLAND AVE 1ST,CHICAGO,IL,60643,34,67,22,34-67,1472,Music and Dance,916,Music and Dance,51203,RENEW,,5/15/17,6/19/17,N,7/16/17,7/15/19,6/19/17,6/20/17,AAI,,,41.69263709,-87.66171111,"(41.692637090930575, -87.66171111252139)"
2523565-20170629,"2,523,565",415751,1,RAVINIA BREWING COMPANY CHICAGO LLC,RAVINIA BREWING COMPANY,2925 W MONTROSE AVE 1,CHICAGO,IL,60618,33,23,17,33-23,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2523565,ISSUE,4/11/17,5/1/17,5/1/17,N,6/29/17,7/15/19,6/29/17,6/29/17,AAI,,60,41.96111858,-87.70191547,"(41.9611185795829, -87.70191546826284)"
12038-20170716,"2,530,018",5959,1,FAIR DISCOUNT INC,FAIR DISCOUNT INC,801 E 63RD ST  1,CHICAGO,IL,60637,20,5,3,20-5,1474,Package Goods,774,Retail Sales of Packaged Liquor,12038,RENEW,,5/15/17,6/29/17,N,7/16/17,7/15/19,6/29/17,6/30/17,AAI,,,41.78030156,-87.60586225,"(41.78030155651793, -87.60586225420288)"
2405179-20170630,"2,405,179",398868,1,"300 SOUTH RIVERSIDE HOSPITALITY GROUP, LLC",MILA PLAZA,300 S RIVERSIDE PLZ 1 150,CHICAGO,IL,60606,42,12,1,42-12,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2405179,ISSUE,6/2/15,7/16/15,6/16/15,Y,6/30/17,7/15/19,6/30/17,6/30/17,AAI,,,41.87797514,-87.63842217,"(41.87797513796852, -87.63842217104092)"
2443347-20170630,"2,443,347",64543,12,GOLD STANDARD ENTERPRISES INC.,BINNY'S BEVERAGE DEPOT,4901 W IRVING PARK RD,CHICAGO,IL,60641,45,28,16,45-28,1474,Package Goods,774,Retail Sales of Packaged Liquor,2443347,ISSUE,1/12/16,3/27/17,3/23/17,Y,6/30/17,7/15/19,6/30/17,6/30/17,AAI,,28,41.95327402,-87.74991258,"(41.953274021567665, -87.74991257595252)"
2384903-20170616,"2,527,479",395381,1,CHERRY CIRCLE ROOM LLC,THE CHERRY CIRCLE ROOM,12 S MICHIGAN AVE 2,CHICAGO,IL,60603,42,9,1,42-9,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2384903,RENEW,,4/15/17,6/29/17,N,6/16/17,6/15/19,6/29/17,6/30/17,AAI,,,41.8818033,-87.62450427,"(41.881803300378394, -87.62450427385279)"
2373672-20170616,"2,527,482",395381,1,CHERRY CIRCLE ROOM LLC,THE CHERRY CIRCLE ROOM,12 S MICHIGAN AVE 2,CHICAGO,IL,60603,42,9,1,42-9,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2373672,RENEW,,4/15/17,6/29/17,N,6/16/17,6/15/19,6/29/17,6/30/17,AAI,,,41.8818033,-87.62450427,"(41.881803300378394, -87.62450427385279)"
2511152-20170630,"2,511,152",413350,1,ONEAL BARSIN INC.,JULIANA'S RESTAURANT,3001-3007 W PETERSON AVE,CHICAGO,IL,60659,40,29,20,40-29,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2511152,ISSUE,1/27/17,5/11/17,3/20/17,N,6/30/17,7/15/19,6/30/17,6/30/17,AAI,,,41.99030461,-87.70431284,"(41.99030461398915, -87.70431283600489)"
2373673-20170616,"2,527,481",395381,1,CHERRY CIRCLE ROOM LLC,THE CHERRY CIRCLE ROOM,12 S MICHIGAN AVE 2,CHICAGO,IL,60603,42,9,1,42-9,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2373673,RENEW,,4/15/17,6/29/17,N,6/16/17,6/15/19,6/29/17,6/30/17,AAI,,,41.8818033,-87.62450427,"(41.881803300378394, -87.62450427385279)"
2518014-20170623,"2,518,014",414786,1,"4C WRIGLEY, LLC",BRICKHOUSE TAVERN,3647 N CLARK ST 1,CHICAGO,IL,60613,44,31,19,44-31,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2518014,ISSUE,3/14/17,4/3/17,6/30/17,Y,6/23/17,7/15/19,6/23/17,6/23/17,AAI,,17,41.94842204,-87.65732464,"(41.948422040248445, -87.65732463824295)"
1823587-20170716,"2,532,322",319202,1,"DEMERA ETHIOPIAN RESTAURANT, LLC",DEMERA ETHIOPIAN RESTAURANT,4801 N BROADWAY  1,CHICAGO,IL,60640,46,40,20,46-40,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1823587,RENEW,,5/15/17,6/30/17,N,7/16/17,7/15/19,6/30/17,7/3/17,AAI,,34,41.96908886,-87.65952538,"(41.96908885472496, -87.65952538050671)"
1231-20170816,"2,536,851",237,1,TELLERS INC,CUNNEEN'S PUB,1424 W DEVON AVE 1ST,CHICAGO,IL,60660,49,11,24,49-11,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1231,RENEW,,6/15/17,6/30/17,N,8/16/17,8/15/19,6/30/17,7/3/17,AAI,,26,41.99823338,-87.66660157,"(41.99823338201386, -87.66660156947138)"
2398287-20170816,"2,537,863",46899,1,"GC PIZZA, INC.",GOLDEN CRUST PIZZERIA,4620 N KEDZIE AVE  1ST,CHICAGO,IL,60625,33,27,17,33-27,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2398287,RENEW,,6/15/17,7/3/17,N,8/16/17,9/15/19,7/3/17,7/3/17,AAI,,60,41.96535308,-87.70852523,"(41.96535307618747, -87.70852522642963)"
2196972-20170816,"2,537,179",14832,4,LA VILLA RESTAURANT INC.,LA VILLA,3632-3640 N PULASKI RD,CHICAGO,IL,60641,45,1,17,45-1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2196972,RENEW,,6/15/17,7/1/17,N,8/16/17,8/15/19,7/1/17,7/3/17,AAI,,,41.94738146,-87.72757688,"(41.94738145671126, -87.72757688336624)"
2391124-20170816,"2,541,200",397287,1,"4500 NORTH LINCOLN, LLC",GIDEON WELLES,4500 N LINCOLN AVE,CHICAGO,IL,60625,47,42,19,47-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2391124,RENEW,,6/15/17,7/2/17,N,8/16/17,8/15/19,7/2/17,7/3/17,AAI,,21,41.9632284,-87.68519044,"(41.96322840151295, -87.6851904429567)"
2522891-20170705,"2,522,891",267782,3,"ANGEL'S RESTAURANT, INC.",RICANO'S RESTAURANT,230 S ASHLAND AVE 1ST,CHICAGO,IL,60607,27,13,12,27-13,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2522891,ISSUE,3/31/17,5/18/17,5/18/17,N,7/5/17,7/15/19,7/5/17,7/5/17,AAI,,,41.87792458,-87.66684936,"(41.87792458388526, -87.66684936114616)"
12278-20170716,"2,530,021",6047,1,"GENE DONDEE KRUSE CARTAGE, LTD.",J J PEPPERS FOOD STORE,4800 N SHERIDAN RD,CHICAGO,IL,60640,46,4,20,46-4,1474,Package Goods,774,Retail Sales of Packaged Liquor,12278,RENEW,,5/15/17,7/3/17,N,7/16/17,7/15/19,7/3/17,7/5/17,AAI,,34,41.96913564,-87.65497012,"(41.96913564243636, -87.65497012379274)"
22752-20170716,"2,530,523",29600,1,SOUL JAM LIMITED,FARRAGUTS,5240 N CLARK ST 1ST,CHICAGO,IL,60640,40,43,20,40-43,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,22752,RENEW,,5/15/17,7/3/17,N,7/16/17,7/15/19,7/3/17,7/5/17,AAI,,22,41.97744829,-87.66852007,"(41.97744828480944, -87.66852007309949)"
1965066-20170716,"2,530,263",17294,1,"KOPI JALAN, INC.","KOPI, A TRAVELER'S CAFE",5317 N CLARK ST # 1ST,CHICAGO,IL,60640,48,43,20,48-43,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1965066,RENEW,,5/15/17,6/28/17,N,7/16/17,7/15/19,6/28/17,6/28/17,AAI,,22,41.9786074,-87.66817641,"(41.97860740426517, -87.6681764114042)"
7090-20170716,"2,529,981",3750,1,"CHICAGO EXECUTIVE GOLF CLUB, INC.",CHICAGO EXECUTIVE GOLF CLUB,1462 W 115TH ST,CHICAGO,IL,60643,34,55,22,34-55,1473,Not-For-Profit Club,639,"Consumption of Liquor on Premises, Not for Profit",7090,RENEW,,5/15/17,6/27/17,N,7/16/17,7/15/19,6/27/17,6/28/17,AAI,,,41.6849643,-87.65913315,"(41.68496429743599, -87.65913315155088)"
1921396-20170716,"2,532,266",313290,1,"MM IDLEWILD, LLC",CATTLE CALL,1545-1549 W BRYN MAWR AVE 1,CHICAGO,IL,60660,40,42,20,40-42,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1921396,RENEW,,5/15/17,6/28/17,N,7/16/17,7/15/19,6/28/17,6/29/17,AAI,,22,41.98337544,-87.66924781,"(41.98337543769504, -87.66924780561808)"
2385281-20170716,"2,534,289",396565,1,"BAQIR, INC.",7-ELEVEN #26878 F,6559 W ARCHER AVE,CHICAGO,IL,60638,23,11,8,23-11,1474,Package Goods,774,Retail Sales of Packaged Liquor,2385281,RENEW,,5/15/17,6/22/17,N,7/16/17,7/15/19,6/22/17,7/5/17,AAI,,,41.79214112,-87.78662636,"(41.79214111875764, -87.78662636230499)"
2196971-20170816,"2,537,178",14832,4,LA VILLA RESTAURANT INC.,LA VILLA,3632-3640 N PULASKI RD,CHICAGO,IL,60641,45,1,17,45-1,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,2196971,RENEW,,6/15/17,7/1/17,N,8/16/17,8/15/19,7/5/17,7/5/17,AAI,,,41.94738146,-87.72757688,"(41.94738145671126, -87.72757688336624)"
2517238-20170706,"2,517,238",414414,1,BBSC #4 LLC,BROWN BAG SEAFOOD CO.,3400 N LINCOLN AVE 1,CHICAGO,IL,60657,47,22,19,47-22,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2517238,ISSUE,3/1/17,5/24/17,4/11/17,N,7/6/17,7/15/19,7/6/17,7/6/17,AAI,,27,41.94330293,-87.67135515,"(41.94330292584782, -87.67135515305324)"
2507004-20170706,"2,507,004",412874,1,DOLLOP DINER LLC,DOLLOP DINER,5060 N CLARK ST 1,CHICAGO,IL,60640,47,21,20,47-21,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2507004,ISSUE,1/13/17,6/6/17,4/13/17,Y,7/6/17,7/15/19,7/6/17,7/6/17,AAI,,22,41.97424236,-87.6683414,"(41.974242358787876, -87.66834139863518)"
21887-20170716,"2,530,521",29392,1,"R. & L. SEARS LIQUORS, INC.",DINGERS,10638 S WESTERN AVE 1ST,CHICAGO,IL,60643,19,23,22,19-23,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,21887,RENEW,,5/15/17,6/9/17,N,7/16/17,7/15/19,6/9/17,7/6/17,AAI,,20,41.69973489,-87.68155515,"(41.69973489215776, -87.68155515420568)"
2507005-20170706,"2,507,005",412874,1,DOLLOP DINER LLC,DOLLOP DINER,5060 N CLARK ST 1,CHICAGO,IL,60640,47,21,20,47-21,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2507005,ISSUE,1/13/17,6/6/17,4/13/17,Y,7/6/17,7/15/19,7/6/17,7/6/17,AAI,,22,41.97424236,-87.6683414,"(41.974242358787876, -87.66834139863518)"
2677-20170716,"2,529,951",2753,1,"WRONGS, INC.",WRONGS,10012-10014 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,19-53,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2677,RENEW,,5/15/17,7/5/17,N,7/16/17,7/15/19,7/5/17,7/6/17,AAI,,20,41.71144202,-87.68191864,"(41.7114420164893, -87.68191864161031)"
71785-20170716,"2,530,399",21697,1,FIRST SERVICE CORP.,7-ELEVEN,1750 W FOSTER AVE,CHICAGO,IL,60640,40,43,20,40-43,1474,Package Goods,774,Retail Sales of Packaged Liquor,71785,RENEW,,5/15/17,7/5/17,N,7/16/17,7/15/19,7/5/17,7/6/17,AAI,,,41.97621693,-87.6741382,"(41.9762169249346, -87.67413820381894)"
2256664-20170716,"2,533,409",381052,1,"THE CORRIB - IRISH PUB, INC.",THE CORRIB IRISH PUB,5522 N ELSTON AVE,CHICAGO,IL,60630,45,49,16,45-49,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2256664,RENEW,,5/15/17,7/6/17,N,7/16/17,7/15/19,7/6/17,7/6/17,AAI,,,41.98153759,-87.7622192,"(41.9815375874498, -87.76221919812195)"
1547975-20170716,"2,529,992",4222,2,AZUSA INC.,Azusa Liquors Inc.,4411-4413 N BROADWAY,CHICAGO,IL,60640,46,47,19,46-47,1474,Package Goods,774,Retail Sales of Packaged Liquor,1547975,RENEW,,5/15/17,7/5/17,N,7/16/17,7/15/19,7/5/17,7/6/17,AAI,,34,41.96215338,-87.6552352,"(41.96215337650536, -87.65523520127385)"
65571-20170816,"2,537,439",20353,1,"TMTK, INCORPORATED",CASTLE FOOD & LIQUOR,1128 W THORNDALE AVE 1ST,CHICAGO,IL,60660,48,31,24,48-31,1474,Package Goods,774,Retail Sales of Packaged Liquor,65571,RENEW,,6/15/17,7/5/17,N,8/16/17,8/15/19,7/5/17,7/6/17,AAI,,26,41.99014452,-87.65944472,"(41.99014452248474, -87.65944472060924)"
82973-20170616,"2,524,810",49873,1,"UNGER'S LOUNGE, INC.",FOR THE GOOD TIMES LOUNGE,5545 S DAMEN AVE 1ST,CHICAGO,IL,60636,15,43,7,15-43,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,82973,RENEW,,4/15/17,,N,6/16/17,6/15/19,6/15/17,6/15/17,AAI,,,41.79216988,-87.67409991,"(41.79216987809236, -87.67409990806675)"
